fecha_venta,fecha_envio,sucursal,region,canal,categoria,subcategoria,venta_bruta,descuento_pct,venta_neta,costo,margen,tickets,metodo_pago,segmento_cliente,campana
2024-02-25,2024-02-26,Norte,Litoral,Tienda,Ropa,Casual,8160.28,15,6936.24,4524.64,2411.59,29,Efectivo,Frecuente,Liquidación Q1
2024-02-25,2024-02-25,Sur,Patagonia,Tienda,Ropa,Deportiva,22164.55,5,21056.33,11921.08,9135.25,59,Tarjeta,Frecuente,Lanzamiento Verano
2024-02-26,2024-02-26,Sur,Patagonia,Tienda,Hogar,Cocina,14865.14,10,13378.62,9283.53,4095.1,40,BNPL,Frecuente,Liquidación Q1
2024-02-26,2024-02-26,Oeste,Cordillera,Online,Hogar,Electrodomésticos,11970.64,5,11372.11,6597.68,4774.43,42,Tarjeta,Ocasional,Liquidación Q1
2024-02-26,2024-02-26,Centro,Ciudad,Tienda,Electrónica,Smartphones,8439.96,0,8439.96,5235.15,3204.82,34,Transferencia,Frecuente,Back to School
2024-02-27,2024-02-27,Centro,Ciudad,Online,Electrónica,Computadoras,8575.62,5,8146.84,4493.69,3653.15,27,Tarjeta,Frecuente,Liquidación Q1
2024-02-27,2024-02-27,Este,Costa,Tienda,Hogar,Decoración,23931.65,10,21538.48,14097.93,7440.55,62,Efectivo,Frecuente,Back to School
2024-02-27,2024-02-27,Sur,Patagonia,Online,Hogar,Decoración,8323.92,10,7491.53,4378.21,3113.32,31,BNPL,Frecuente,Lanzamiento Verano
2024-02-28,2024-02-28,Este,Costa,Tienda,Hogar,Decoración,18556.27,0,18556.27,10768.64,7787.64,54,Tarjeta,Premium,Lanzamiento Verano
2024-02-28,2024-02-28,Oeste,Cordillera,Tienda,Ropa,Deportiva,8827.45,10,7944.7,4510.24,3434.47,33,Tarjeta,Frecuente,Lanzamiento Verano
2024-02-28,2024-02-28,Norte,Litoral,Online,Ropa,Formal,10294.51,0,10294.51,6246.92,4047.59,38,Transferencia,Frecuente,Liquidación Q1
2024-02-29,2024-02-29,Sur,Patagonia,Online,Electrónica,Audio,22705.62,0,22705.62,15581.33,7124.29,71,Transferencia,Frecuente,Lanzamiento Verano
2024-02-29,2024-02-29,Centro,Ciudad,Online,Ropa,Formal,13220.72,0,13220.72,8556.69,4664.03,34,Efectivo,Premium,Lanzamiento Verano
2024-02-29,2024-02-29,Norte,Litoral,Tienda,Electrónica,Audio,22027.5,0,22027.5,14055.16,7972.34,73,Tarjeta,Ocasional,Lanzamiento Verano
2024-03-01,2024-03-01,Oeste,Cordillera,Tienda,Electrónica,Smartphones,9552.1,5,9074.49,5067.86,4006.63,29,BNPL,Ocasional,Liquidación Q1
2024-03-01,2024-03-01,Norte,Litoral,Tienda,Hogar,Cocina,16995.92,15,14446.53,9104.93,5341.6,50,Tarjeta,Frecuente,Lanzamiento Verano
2024-03-01,2024-03-01,Este,Costa,Tienda,Ropa,Casual,10869.64,0,10869.64,7413.54,3456.1,29,Tarjeta,Frecuente,Lanzamiento Verano
2024-03-02,2024-03-03,Oeste,Cordillera,Tienda,Electrónica,Computadoras,7067.04,0,7067.04,4171.34,2895.7,26,Efectivo,Frecuente,Lanzamiento Verano
2024-03-02,2024-03-02,Este,Costa,Tienda,Hogar,Decoración,14189.06,5,13479.6,8476.9,5002.71,56,BNPL,Frecuente,Lanzamiento Verano
2024-03-02,2024-03-02,Centro,Ciudad,Tienda,Ropa,Casual,9204.61,5,8744.38,5619.73,3124.65,26,BNPL,Premium,Back to School
2024-03-03,2024-03-03,Este,Costa,Tienda,Hogar,Cocina,10039.61,5,9537.63,5913.33,3624.3,29,Efectivo,Frecuente,Lanzamiento Verano
2024-03-03,2024-03-04,Sur,Patagonia,Online,Hogar,Electrodomésticos,26196.53,10,23576.87,13774.36,9802.51,70,Tarjeta,Premium,Lanzamiento Verano
2024-03-03,2024-03-03,Norte,Litoral,Tienda,Electrónica,Computadoras,11896.15,15,10111.73,6524.4,3587.33,41,Transferencia,Frecuente,Back to School
2024-03-04,2024-03-04,Oeste,Cordillera,Tienda,Hogar,Electrodomésticos,19786.98,5,18797.63,11608.57,7189.06,71,Tarjeta,Frecuente,Lanzamiento Verano
2024-03-04,2024-03-04,Norte,Litoral,Tienda,Electrónica,Smartphones,15319.17,0,15319.17,10761.45,4557.72,40,Tarjeta,Frecuente,Back to School
2024-03-04,2024-03-05,Centro,Ciudad,Online,Electrónica,Computadoras,10909.7,0,10909.7,7824.42,3085.28,46,Tarjeta,Premium,Lanzamiento Verano
2024-03-05,2024-03-07,Norte,Litoral,Tienda,Hogar,Decoración,19596.09,15,16656.68,10535.53,6121.14,73,Tarjeta,Frecuente,Lanzamiento Verano
2024-03-05,2024-03-05,Centro,Ciudad,Mayorista,Ropa,Formal,17872.98,5,16979.33,9607.16,7372.17,46,Tarjeta,Ocasional,Lanzamiento Verano
2024-03-05,2024-03-05,Sur,Patagonia,Mayorista,Electrónica,Smartphones,23898.78,0,23898.78,14177.59,9721.19,71,Transferencia,Ocasional,Back to School
2024-03-06,2024-03-07,Centro,Ciudad,Online,Ropa,Casual,21835.71,10,19652.14,11447.65,8204.49,60,Efectivo,Frecuente,Back to School
2024-03-06,2024-03-07,Sur,Patagonia,Online,Hogar,Electrodomésticos,12225.78,5,11614.49,7029.88,4584.62,46,Efectivo,Premium,Lanzamiento Verano
2024-03-06,2024-03-06,Norte,Litoral,Tienda,Ropa,Formal,7468.15,5,7094.75,4520.43,2574.32,22,Tarjeta,Premium,Lanzamiento Verano
2024-03-07,2024-03-07,Oeste,Cordillera,Online,Electrónica,Computadoras,13747.55,0,13747.55,7956.31,5791.24,37,Tarjeta,Frecuente,Lanzamiento Verano
2024-03-07,2024-03-07,Sur,Patagonia,Tienda,Ropa,Casual,11245.43,5,10683.16,5908.43,4774.73,33,Tarjeta,Premium,Liquidación Q1
2024-03-07,2024-03-07,Centro,Ciudad,Online,Hogar,Electrodomésticos,8015.23,0,8015.23,5720.29,2294.94,22,Efectivo,Frecuente,Liquidación Q1
2024-03-08,2024-03-08,Sur,Patagonia,Tienda,Electrónica,Audio,9993.82,0,9993.82,6293.01,3700.8,28,Tarjeta,Frecuente,Lanzamiento Verano
2024-03-08,2024-03-08,Centro,Ciudad,Online,Ropa,Casual,14886.83,15,12653.8,8306.59,4347.21,60,Tarjeta,Ocasional,Lanzamiento Verano
2024-03-08,2024-03-08,Oeste,Cordillera,Tienda,Hogar,Decoración,9744.42,5,9257.2,5191.61,4065.58,40,Transferencia,Frecuente,Lanzamiento Verano
2024-03-09,2024-03-10,Norte,Litoral,Tienda,Electrónica,Smartphones,8878.72,0,8878.72,6051.38,2827.34,42,Efectivo,Ocasional,Back to School
2024-03-09,2024-03-10,Este,Costa,Online,Electrónica,Smartphones,19510.68,0,19510.68,12430.29,7080.39,70,Tarjeta,Frecuente,Back to School
2024-03-09,2024-03-09,Sur,Patagonia,Mayorista,Hogar,Electrodomésticos,27706.45,0,27706.45,15425.85,12280.6,74,Efectivo,Ocasional,Lanzamiento Verano
2024-03-10,2024-03-10,Norte,Litoral,Online,Hogar,Electrodomésticos,20573.7,0,20573.7,12039.5,8534.2,67,Tarjeta,Premium,Lanzamiento Verano
2024-03-10,2024-03-11,Sur,Patagonia,Tienda,Electrónica,Audio,19670.73,5,18687.19,11210.32,7476.87,58,BNPL,Frecuente,Lanzamiento Verano
2024-03-10,2024-03-12,Este,Costa,Tienda,Ropa,Formal,23224.77,5,22063.53,12246.22,9817.31,58,Efectivo,Premium,Back to School
2024-03-11,2024-03-11,Este,Costa,Online,Electrónica,Smartphones,14408.23,10,12967.4,9237.46,3729.94,64,Transferencia,Premium,Back to School
2024-03-11,2024-03-11,Norte,Litoral,Tienda,Ropa,Deportiva,24664.35,10,22197.92,13177.53,9020.39,66,Efectivo,Ocasional,Back to School
2024-03-11,2024-03-11,Sur,Patagonia,Online,Electrónica,Smartphones,9501.77,15,8076.5,5360.03,2716.47,31,Efectivo,Frecuente,Back to School
2024-03-12,2024-03-13,Este,Costa,Online,Ropa,Casual,12925.99,10,11633.39,7446.52,4186.88,46,Transferencia,Ocasional,Liquidación Q1
2024-03-12,2024-03-13,Centro,Ciudad,Tienda,Ropa,Deportiva,21243.66,0,21243.66,13701.51,7542.15,74,Tarjeta,Frecuente,Back to School
2024-03-12,2024-03-13,Oeste,Cordillera,Online,Hogar,Electrodomésticos,20836.52,0,20836.52,12545.11,8291.41,64,Transferencia,Frecuente,Liquidación Q1
2024-03-13,2024-03-13,Norte,Litoral,Tienda,Ropa,Casual,27882.55,0,27882.55,16126.33,11756.23,73,Tarjeta,Premium,Liquidación Q1
2024-03-13,2024-03-14,Centro,Ciudad,Tienda,Electrónica,Audio,14341.29,5,13624.22,8282.2,5342.02,37,Tarjeta,Frecuente,Lanzamiento Verano
2024-03-13,2024-03-13,Sur,Patagonia,Online,Hogar,Decoración,6433.54,0,6433.54,3647.05,2786.49,20,Tarjeta,Ocasional,Back to School
2024-03-14,2024-03-16,Norte,Litoral,Tienda,Electrónica,Audio,19325.11,15,16426.34,9911.23,6515.11,56,Transferencia,Frecuente,Liquidación Q1
2024-03-14,2024-03-15,Este,Costa,Tienda,Ropa,Casual,33936.26,0,33936.26,20089.39,13846.87,71,Transferencia,Frecuente,Liquidación Q1
2024-03-14,2024-03-16,Oeste,Cordillera,Tienda,Electrónica,Audio,13334.81,0,13334.81,9217.25,4117.56,63,Tarjeta,Premium,Back to School
2024-03-15,2024-03-15,Este,Costa,Tienda,Electrónica,Smartphones,18225.63,5,17314.35,11349.77,5964.58,54,Tarjeta,Frecuente,Lanzamiento Verano
2024-03-15,2024-03-16,Centro,Ciudad,Tienda,Ropa,Formal,17202.52,15,14622.14,9837.26,4784.89,46,Tarjeta,Ocasional,Lanzamiento Verano
2024-03-15,2024-03-15,Norte,Litoral,Tienda,Electrónica,Smartphones,20873.24,0,20873.24,14158.02,6715.22,65,Tarjeta,Frecuente,Back to School
2024-03-16,2024-03-16,Norte,Litoral,Online,Ropa,Deportiva,11854.35,5,11261.63,7042.88,4218.75,33,Efectivo,Frecuente,Liquidación Q1
2024-03-16,2024-03-17,Este,Costa,Mayorista,Electrónica,Smartphones,12802.08,5,12161.98,8604.42,3557.56,36,Tarjeta,Frecuente,Back to School
2024-03-16,2024-03-16,Centro,Ciudad,Online,Hogar,Decoración,5743.07,0,5743.07,3944.08,1798.99,40,Tarjeta,Premium,Liquidación Q1
2024-03-17,2024-03-18,Oeste,Cordillera,Tienda,Hogar,Electrodomésticos,7997.13,10,7197.41,4133.36,3064.05,22,Transferencia,Ocasional,Back to School
2024-03-17,2024-03-17,Centro,Ciudad,Online,Hogar,Electrodomésticos,20707.27,0,20707.27,13934.66,6772.62,59,Tarjeta,Frecuente,Lanzamiento Verano
2024-03-17,2024-03-18,Este,Costa,Tienda,Hogar,Cocina,17730.88,10,15957.79,9433.92,6523.88,64,Tarjeta,Premium,Liquidación Q1
2024-03-18,2024-03-20,Oeste,Cordillera,Online,Hogar,Decoración,25172.55,15,21396.67,12937.59,8459.08,74,Tarjeta,Premium,Back to School
2024-03-18,2024-03-19,Centro,Ciudad,Online,Electrónica,Computadoras,6108.49,5,5803.06,3808.05,1995.02,44,Tarjeta,Frecuente,Lanzamiento Verano
2024-03-18,2024-03-18,Sur,Patagonia,Online,Ropa,Casual,16220.52,5,15409.49,8849.5,6559.99,49,Transferencia,Frecuente,Back to School
2024-03-19,2024-03-19,Sur,Patagonia,Tienda,Electrónica,Computadoras,17680.92,10,15912.83,10357.54,5555.29,50,Transferencia,Frecuente,Back to School
2024-03-19,2024-03-21,Centro,Ciudad,Mayorista,Electrónica,Computadoras,5661.25,0,5661.25,3657.43,2003.81,20,Transferencia,Frecuente,Liquidación Q1
2024-03-19,2024-03-19,Oeste,Cordillera,Tienda,Hogar,Electrodomésticos,20399.95,10,18359.96,12207.43,6152.53,56,Tarjeta,Frecuente,Liquidación Q1
2024-03-20,2024-03-20,Oeste,Cordillera,Online,Hogar,Cocina,13066.13,5,12412.83,8165.63,4247.2,40,BNPL,Premium,Back to School
2024-03-20,2024-03-21,Norte,Litoral,Online,Ropa,Formal,19226.84,0,19226.84,10745.89,8480.95,67,Transferencia,Frecuente,Liquidación Q1
2024-03-20,2024-03-20,Centro,Ciudad,Tienda,Electrónica,Audio,7402.72,10,6662.45,4397.96,2264.49,30,Transferencia,Ocasional,Lanzamiento Verano
2024-03-21,2024-03-21,Centro,Ciudad,Mayorista,Electrónica,Audio,19820.11,0,19820.11,13148.01,6672.1,73,Transferencia,Ocasional,Back to School
2024-03-21,2024-03-21,Oeste,Cordillera,Online,Electrónica,Smartphones,18767.76,0,18767.76,10383.94,8383.83,57,Tarjeta,Frecuente,Back to School
2024-03-21,2024-03-21,Sur,Patagonia,Tienda,Hogar,Cocina,25092.18,5,23837.57,14193.68,9643.9,62,Tarjeta,Premium,Liquidación Q1
2024-03-22,2024-03-22,Centro,Ciudad,Tienda,Electrónica,Audio,7460.58,0,7460.58,4475.32,2985.26,26,Transferencia,Frecuente,Lanzamiento Verano
2024-03-22,2024-03-22,Oeste,Cordillera,Tienda,Ropa,Deportiva,20991.34,5,19941.77,12822.23,7119.54,55,Transferencia,Frecuente,Lanzamiento Verano
2024-03-22,2024-03-22,Este,Costa,Tienda,Ropa,Deportiva,19671.97,15,16721.17,10911.56,5809.61,60,Tarjeta,Premium,Back to School
2024-03-23,2024-03-23,Este,Costa,Mayorista,Hogar,Electrodomésticos,13879.45,0,13879.45,9345.82,4533.63,34,Efectivo,Ocasional,Liquidación Q1
2024-03-23,2024-03-25,Norte,Litoral,Tienda,Electrónica,Smartphones,9167.2,5,8708.84,5364.54,3344.3,27,Efectivo,Frecuente,Lanzamiento Verano
2024-03-23,2024-03-25,Oeste,Cordillera,Tienda,Electrónica,Computadoras,15040.46,0,15040.46,8292.3,6748.16,50,Efectivo,Frecuente,Lanzamiento Verano
2024-03-24,2024-03-24,Centro,Ciudad,Tienda,Electrónica,Audio,7898.53,5,7503.6,5311.59,2192.01,24,Transferencia,Frecuente,Lanzamiento Verano
2024-03-24,2024-03-25,Este,Costa,Online,Hogar,Cocina,9365.54,0,9365.54,6680.5,2685.04,27,Tarjeta,Ocasional,Liquidación Q1
2024-03-24,2024-03-24,Oeste,Cordillera,Mayorista,Electrónica,Computadoras,19166.88,0,19166.88,12475.82,6691.05,56,Tarjeta,Frecuente,Liquidación Q1
2024-03-25,2024-03-27,Norte,Litoral,Mayorista,Ropa,Formal,27575.93,10,24818.34,14958.01,9860.33,72,Tarjeta,Frecuente,Liquidación Q1
2024-03-25,2024-03-26,Este,Costa,Online,Electrónica,Audio,18958.79,0,18958.79,10456.47,8502.32,63,Tarjeta,Ocasional,Lanzamiento Verano
2024-03-25,2024-03-25,Oeste,Cordillera,Tienda,Hogar,Electrodomésticos,7655.81,0,7655.81,4734.89,2920.92,27,Transferencia,Premium,Liquidación Q1
2024-03-26,2024-03-26,Este,Costa,Tienda,Electrónica,Computadoras,24863.94,5,23620.74,13355.7,10265.04,68,Tarjeta,Premium,Back to School
2024-03-26,2024-03-27,Centro,Ciudad,Online,Electrónica,Smartphones,8173.63,10,7356.27,5174.25,2182.01,39,Transferencia,Ocasional,Lanzamiento Verano
2024-03-26,2024-03-26,Oeste,Cordillera,Online,Electrónica,Audio,8332.21,0,8332.21,5810.47,2521.73,20,Tarjeta,Ocasional,Back to School
2024-03-27,2024-03-27,Este,Costa,Online,Ropa,Deportiva,8024.97,10,7222.47,4557.22,2665.26,26,Tarjeta,Premium,Back to School
2024-03-27,2024-03-27,Norte,Litoral,Tienda,Ropa,Casual,17639.05,5,16757.1,10254.34,6502.76,47,Tarjeta,Ocasional,Back to School
2024-03-27,2024-03-27,Oeste,Cordillera,Online,Ropa,Deportiva,21022.26,5,19971.14,11498.81,8472.33,55,Transferencia,Frecuente,Lanzamiento Verano
2024-03-28,2024-03-28,Este,Costa,Online,Electrónica,Smartphones,26603.79,0,26603.79,17902.54,8701.25,73,Tarjeta,Premium,Lanzamiento Verano
2024-03-28,2024-03-29,Centro,Ciudad,Online,Hogar,Electrodomésticos,9039.98,10,8135.98,5059.33,3076.64,23,Tarjeta,Frecuente,Liquidación Q1
2024-03-28,2024-03-29,Norte,Litoral,Tienda,Hogar,Electrodomésticos,24369.4,10,21932.46,15734.92,6197.54,66,Transferencia,Frecuente,Back to School
2024-03-29,2024-03-29,Centro,Ciudad,Online,Ropa,Casual,10262.47,5,9749.35,5961.63,3787.71,28,BNPL,Frecuente,Lanzamiento Verano
2024-03-29,2024-03-29,Norte,Litoral,Online,Ropa,Deportiva,16539.6,0,16539.6,11719.91,4819.68,70,Transferencia,Frecuente,Liquidación Q1
2024-03-29,2024-03-29,Este,Costa,Mayorista,Ropa,Casual,17106.13,0,17106.13,9559.28,7546.84,58,Tarjeta,Premium,Back to School
2024-03-30,2024-03-30,Este,Costa,Online,Electrónica,Computadoras,7530.69,0,7530.69,4759.58,2771.1,20,Tarjeta,Frecuente,Liquidación Q1
2024-03-30,2024-03-30,Norte,Litoral,Online,Ropa,Casual,16451.9,0,16451.9,11019.94,5431.96,52,Transferencia,Frecuente,Liquidación Q1
2024-03-30,2024-03-31,Oeste,Cordillera,Tienda,Ropa,Casual,20489.97,0,20489.97,14056.13,6433.84,59,Efectivo,Frecuente,Lanzamiento Verano
